1,"감·명"
2,"감탄사"
3,"관·감"
4,"관·명"
5,"관형사"
6,"대·감"
7,"대·관"
8,"대·부"
9,"대명사"
10,"동·형"
11,"동사"
12,"명·부"
13,"명사"
14,"보조 동사"
15,"보조 형용사"
16,"부·감"
17,"부사"
18,"수·관"
19,"수·관·명"
20,"수사"
21,"어미"
22,"의명·조"
23,"의존 명사"
24,"접사"
25,"조사"
26,"품사 없음"
27,"형용사"
28,"미분류"
